Ano;Turno;Município;Número;Candidato;Zona;Seção;Seções Agregadas;Votos;Local de Votação;Endereço Local de Votação;Bairro;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;140; ;140;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;141; ;142;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;142; ;124;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;143; ;132;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;144; ;131;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;145; ;139;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;146; ;129;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;336; ;103;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;337; ;120;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;338; ;122;ESCOLA ESTADUAL MAESTRO ELIAZAR DE CARVALHO;RUA FRANCISCO ALVES PEREIRA  349;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;339; ;114;ESCOLA ESTADUAL MAESTRO ELIAZAR DE CARVALHO;RUA FRANCISCO ALVES PEREIRA  349;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;340; ;122;ESCOLA ESTADUAL MAESTRO ELIAZAR DE CARVALHO;RUA FRANCISCO ALVES PEREIRA  349;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;341; ;127;ESCOLA ESTADUAL MAESTRO ELIAZAR DE CARVALHO;RUA FRANCISCO ALVES PEREIRA  349;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;342; ;112;ESCOLA DE GASTRONOMIA SOCIAL IVENS DIAS BRANCO;RUA MANUEL DIAS BRANCO,80;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;343; ;138;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;344; ;154;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;345; ;147;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;346; ;169;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;347; ;121;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;348; ;142;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;349; ;130;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;350; ;122;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;351; ;102;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;352; ;134;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;353; ;143;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;354; ;123;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;355; ;124;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;356; ;144;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;357; ;140;IATE CLUBE;AVENIDA DA ABOLIÇÃO 4813;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;358; ;158;IATE CLUBE;AVENIDA DA ABOLIÇÃO 4813;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;359; ;151;IATE CLUBE;AVENIDA DA ABOLIÇÃO 4813;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;360; ;136;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;361; ;120;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;362; ;117;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;363; ;114;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;364; ;161;LABOMAR - UFC;AV. ABOLIÇÃO, 3207;MEIRELES;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;365; ;165;LABOMAR - UFC;AV. ABOLIÇÃO, 3207;MEIRELES;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;366; ;153;LABOMAR - UFC;AV. ABOLIÇÃO, 3207;MEIRELES;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;382; ;126;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;383; ;128;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;384; ;132;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;385; ;125;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;386; ;131;ESCOLA ESTADUAL DEPUTADO MANOEL RODRIGUES;RUA OLIVEIRA FILHO, 1576;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;387; ;136;ESCOLA ESTADUAL DEPUTADO MANOEL RODRIGUES;RUA OLIVEIRA FILHO, 1576;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;388; ;131;ESCOLA ESTADUAL DEPUTADO MANOEL RODRIGUES;RUA OLIVEIRA FILHO, 1576;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;389; ;138;ESCOLA ESTADUAL DEPUTADO MANOEL RODRIGUES;RUA OLIVEIRA FILHO, 1576;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;390; ;128;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;RUA JULIO SILVA, 450;PRAIA DO FUTURO II;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;391; ;141;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;392; ;136;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;393; ;154;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;394; ;145;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;395; ;135;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;396; ;97;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;AVENIDA ZEZE DIOGO 1247;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;397; ;93;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;AVENIDA ZEZE DIOGO 1247;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;398; ;105;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;AVENIDA ZEZE DIOGO 1247;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;399; ;117;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;AVENIDA ZEZE DIOGO 1247;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;400; ;115;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;AVENIDA ZEZE DIOGO 1247;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;401; ;116;ESCOLA MUNICIPAL PROF. GODOFREDO DE CASTRO FILHO;AVENIDA JOSÉ SABÓIA  905;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;402; ;102;ESCOLA MUNICIPAL PROF. GODOFREDO DE CASTRO FILHO;AVENIDA JOSÉ SABÓIA  905;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;403;939;126;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;404; ;102;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;459; ;118;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;460; ;145;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;461; ;133;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;462; ;152;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;463; ;132;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;464; ;135;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;465; ;119;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;466; ;126;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;467; ;122;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;468; ;141;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;469; ;151;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;470; ;135;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;471; ;138;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;472; ;104;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;473; ;112;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;474; ;117;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;475; ;123;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;476; ;122;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;477; ;132;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;478; ;122;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;479; ;140;COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU;AVENIDA JULIO ABREU, 284;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;480; ;148;COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU;AVENIDA JULIO ABREU, 284;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;481; ;142;COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU;AVENIDA JULIO ABREU, 284;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;482; ;143;COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU;AVENIDA JULIO ABREU, 284;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;483; ;122;COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU;AVENIDA JULIO ABREU, 284;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;484; ;152;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;485; ;152;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;486; ;152;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;488; ;113;ESCOLA DE GASTRONOMIA SOCIAL IVENS DIAS BRANCO;RUA MANUEL DIAS BRANCO,80;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;489; ;93;EEFM - HELENITA MOTA;RUA AMANCIO FILOMENO,720;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;496; ;154;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;498; ;114;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;500; ;144;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;505; ;155;UNINTA - FACULDADE UNINTA FORTALEZA;RUA VILEBALDO AGUIAR,133;COCÓ;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;510; ;135;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;513; ;130;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;516; ;165;ESCOLA ESTADUAL MURILO BORGES;RUA DO ENTARDECER 90;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;520; ;136;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;526; ;145;ESCOLA MUNICIPAL COLONIA Z-8;RUA MANOEL JESUINO,370;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;546; ;120;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;550; ;123;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;552; ;149;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;554; ;131;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;567; ;112;ESCOLA MUNICIPAL COLONIA Z-8;RUA MANOEL JESUINO,370;VARJOTA;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;570; ;154;LABOMAR - UFC;AV. ABOLIÇÃO, 3207;MEIRELES;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;572; ;132;ESCOLA DE GASTRONOMIA SOCIAL IVENS DIAS BRANCO;RUA MANUEL DIAS BRANCO,80;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;577; ;142;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;578; ;116;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;581; ;147;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;586; ;142;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;RUA JULIO SILVA, 450;PRAIA DO FUTURO II;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;587; ;103;EEFM - HELENITA MOTA;RUA AMANCIO FILOMENO,720;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;589; ;117;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;590; ;169;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;592; ;165;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;593; ;152;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;AVENIDA DIOGUINHO 5927;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;599; ;134;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;604; ;154;UNINTA - FACULDADE UNINTA FORTALEZA;RUA VILEBALDO AGUIAR,133;COCÓ;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;607; ;159;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;609; ;105;EEFM - HELENITA MOTA;RUA AMANCIO FILOMENO,720;CAIS DO PORTO;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;613; ;165;ESCOLA ESTADUAL MURILO BORGES;RUA DO ENTARDECER 90;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;616; ;107;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;619; ;150;UNINTA - FACULDADE UNINTA FORTALEZA;RUA VILEBALDO AGUIAR,133;COCÓ;
2024;2;FORTALEZA;22;ANDRÉ FERNANDES;1;622; ;100;EEFM - HELENITA MOTA;RUA AMANCIO FILOMENO,720;CAIS DO PORTO;
