Ano;Turno;Município;Número;Candidato;Zona;Seção;Seções Agregadas;Votos;Local de Votação;Endereço Local de Votação;Bairro;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;86; ;102;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;136; ;163;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;137; ;173;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;138; ;152;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;139; ;152;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;140; ;159;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;141; ;150;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;142; ;178;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;143; ;153;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;144; ;157;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;145; ;167;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;146; ;159;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;336; ;138;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;337; ;133;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;338; ;150;ESCOLA ESTADUAL MAESTRO ELIAZAR DE CARVALHO;RUA FRANCISCO ALVES PEREIRA  349;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;339; ;169;ESCOLA ESTADUAL MAESTRO ELIAZAR DE CARVALHO;RUA FRANCISCO ALVES PEREIRA  349;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;340; ;149;ESCOLA ESTADUAL MAESTRO ELIAZAR DE CARVALHO;RUA FRANCISCO ALVES PEREIRA  349;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;341; ;160;ESCOLA ESTADUAL MAESTRO ELIAZAR DE CARVALHO;RUA FRANCISCO ALVES PEREIRA  349;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;342; ;156;ESCOLA DE GASTRONOMIA SOCIAL IVENS DIAS BRANCO;RUA MANUEL DIAS BRANCO,80;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;343; ;170;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;344; ;166;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;345; ;169;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;346; ;149;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;347; ;138;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;348; ;120;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;349; ;136;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;350; ;130;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;351; ;152;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;352; ;133;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;353; ;136;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;354; ;157;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;355; ;160;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;356; ;128;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;357; ;149;IATE CLUBE;AVENIDA DA ABOLIÇÃO 4813;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;358; ;135;IATE CLUBE;AVENIDA DA ABOLIÇÃO 4813;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;359; ;145;IATE CLUBE;AVENIDA DA ABOLIÇÃO 4813;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;360; ;138;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;361; ;146;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;362; ;149;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;363; ;160;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;364; ;131;LABOMAR - UFC;AV. ABOLIÇÃO, 3207;MEIRELES;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;365; ;118;LABOMAR - UFC;AV. ABOLIÇÃO, 3207;MEIRELES;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;366; ;122;LABOMAR - UFC;AV. ABOLIÇÃO, 3207;MEIRELES;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;382; ;116;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;383; ;124;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;384; ;117;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;385; ;118;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;386; ;135;ESCOLA ESTADUAL DEPUTADO MANOEL RODRIGUES;RUA OLIVEIRA FILHO, 1576;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;387; ;141;ESCOLA ESTADUAL DEPUTADO MANOEL RODRIGUES;RUA OLIVEIRA FILHO, 1576;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;388; ;145;ESCOLA ESTADUAL DEPUTADO MANOEL RODRIGUES;RUA OLIVEIRA FILHO, 1576;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;389; ;138;ESCOLA ESTADUAL DEPUTADO MANOEL RODRIGUES;RUA OLIVEIRA FILHO, 1576;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;390; ;156;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;RUA JULIO SILVA, 450;PRAIA DO FUTURO II;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;391; ;150;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;392; ;148;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;393; ;154;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;394; ;148;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;395; ;157;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;396; ;153;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;AVENIDA ZEZE DIOGO 1247;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;397; ;160;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;AVENIDA ZEZE DIOGO 1247;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;398; ;146;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;AVENIDA ZEZE DIOGO 1247;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;399; ;127;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;AVENIDA ZEZE DIOGO 1247;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;400; ;136;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;AVENIDA ZEZE DIOGO 1247;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;401; ;139;ESCOLA MUNICIPAL PROF. GODOFREDO DE CASTRO FILHO;AVENIDA JOSÉ SABÓIA  905;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;402; ;144;ESCOLA MUNICIPAL PROF. GODOFREDO DE CASTRO FILHO;AVENIDA JOSÉ SABÓIA  905;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;403;939;193;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;404; ;155;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;459; ;186;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;460; ;160;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;461; ;133;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;462; ;114;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;463; ;138;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;464; ;124;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;465; ;140;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;466; ;142;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;467; ;149;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;468; ;180;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;469; ;167;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;470; ;175;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;471; ;180;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;472; ;144;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;473; ;128;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;474; ;125;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;475; ;138;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;476; ;134;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;477; ;124;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;478; ;124;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;479; ;148;COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU;AVENIDA JULIO ABREU, 284;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;480; ;152;COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU;AVENIDA JULIO ABREU, 284;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;481; ;141;COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU;AVENIDA JULIO ABREU, 284;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;482; ;139;COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU;AVENIDA JULIO ABREU, 284;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;483; ;135;COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU;AVENIDA JULIO ABREU, 284;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;484; ;155;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;485; ;151;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;486; ;140;COLEGIO ANTARES - OCELO PINHEIRO;RUA PROFESSOR OCELO PINHEIRO 101;PAPICU;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;488; ;156;ESCOLA DE GASTRONOMIA SOCIAL IVENS DIAS BRANCO;RUA MANUEL DIAS BRANCO,80;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;489; ;134;EEFM - HELENITA MOTA;RUA AMANCIO FILOMENO,720;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;496; ;161;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;498; ;133;ESCOLA ESTADUAL  BARBARA DE ALENCAR;RUA PEDRO RUFINO 38;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;500; ;116;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;505; ;149;UNINTA - FACULDADE UNINTA FORTALEZA;RUA VILEBALDO AGUIAR,133;COCÓ;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;510; ;139;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;513; ;131;ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ;RUA CORONEL MANUEL JESUÍNO 225;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;516; ;167;ESCOLA ESTADUAL MURILO BORGES;RUA DO ENTARDECER 90;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;520; ;142;ESCOLA ESTADUAL DRAGAO DO MAR;RUA UMARI S/N;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;526; ;120;ESCOLA MUNICIPAL COLONIA Z-8;RUA MANOEL JESUINO,370;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;546; ;176;CIES AIDA SANTOS;AVENIDA TRAJANO DE MEDEIROS  813;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;550; ;169;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;552; ;114;FACULDADE FARIAS BRITO - CASTRO MONTE;RUA CASTRO MONTE 1364;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;554; ;122;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;567; ;143;ESCOLA MUNICIPAL COLONIA Z-8;RUA MANOEL JESUINO,370;VARJOTA;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;570; ;139;LABOMAR - UFC;AV. ABOLIÇÃO, 3207;MEIRELES;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;572; ;148;ESCOLA DE GASTRONOMIA SOCIAL IVENS DIAS BRANCO;RUA MANUEL DIAS BRANCO,80;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;577; ;170;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;578; ;164;EMTI VEREADOR ALBERTO GOMES DE QUEIROZ;AV. ZEZÉ DIOGO, 782;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;581; ;175;ESCOLA ESTADUAL MARIA JOSE MEDEIROS;RUA DESEMBARGADOR LAURO NOGUEIRA 1240;PAPICU;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;586; ;139;ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER;RUA JULIO SILVA, 450;PRAIA DO FUTURO II;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;587; ;135;EEFM - HELENITA MOTA;RUA AMANCIO FILOMENO,720;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;589; ;129;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;590; ;156;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;592; ;157;ESCOLA ESTADUAL MATIAS BECK;RUA  PROFESSORA AIDA BALAIO 38;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;593; ;149;ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA;AVENIDA DIOGUINHO 5927;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;599; ;138;ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO;AVENIDA DA ABOLIÇÃO 3984;MUCURIPE;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;604; ;144;UNINTA - FACULDADE UNINTA FORTALEZA;RUA VILEBALDO AGUIAR,133;COCÓ;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;607; ;152;ESCOLA ESTADUAL ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS 1000;CIDADE 2000;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;609; ;138;EEFM - HELENITA MOTA;RUA AMANCIO FILOMENO,720;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;613; ;166;ESCOLA ESTADUAL MURILO BORGES;RUA DO ENTARDECER 90;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;616; ;145;ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES;RUA PINTOR ANTONIO BANDEIRA, S/N;VICENTE PINZON;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;619; ;152;UNINTA - FACULDADE UNINTA FORTALEZA;RUA VILEBALDO AGUIAR,133;COCÓ;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;622; ;134;EEFM - HELENITA MOTA;RUA AMANCIO FILOMENO,720;CAIS DO PORTO;
2024;2;FORTALEZA;13;EVANDRO LEITÃO;1;623; ;153;ESCOLA DE GASTRONOMIA SOCIAL IVENS DIAS BRANCO;RUA MANUEL DIAS BRANCO,80;CAIS DO PORTO;
